Manufacturer,Model Year,Regulatory Class,Vehicle Type,Production ,Production Share,MPG (Avg. City/HW),CO2 g/mi (Avg. City/HW),Footprint (sq. ft.)
Mazda,1981,Car,Sedan/Wagon,174,0.017,26.42,336.36,
Mazda,1981,Car,All Car,174,0.017,26.42,336.36,
Subaru,1981,Car,All Car,150,0.014,26.60,334.15,
Subaru,1981,Car,Sedan/Wagon,150,0.014,26.60,334.15,
VW,1981,All,All,328,0.031,28.56,327.55,
VW,1981,Car,All Car,283,0.027,29.19,320.29,
VW,1981,Car,Sedan/Wagon,283,0.027,29.19,320.29,
VW,1981,Truck,Pickup,33,0.003,31.39,309.83,
Toyota,1982,Truck,Truck SUV,3,0,12.11,734.11,
Ford,1982,Truck,Truck SUV,39,0.004,12.53,709.34,
Ford,1982,Truck,Minivan/Van,111,0.012,13.75,646.21,
All,1982,Truck,Truck SUV,150,0.015,14.70,615.96,
All,1982,Truck,Minivan/Van,311,0.032,14.72,604.51,
Ford,1982,Truck,All Truck,511,0.053,14.83,599.12,
Stellantis,1982,Truck,Minivan/Van,76,0.008,15.02,591.84,
Stellantis,1982,Truck,Truck SUV,53,0.005,15.10,588.70,
GM,1982,Truck,Minivan/Van,108,0.011,15.20,584.68,
Ford,1982,Truck,Pickup,361,0.038,15.52,572.66,
GM,1982,Truck,Truck SUV,52,0.005,16.36,576.10,
Stellantis,1982,Truck,All Truck,273,0.029,16.51,538.37,
All,1982,Truck,All Truck,1901,0.195,17.41,515.87,
GM,1982,Truck,All Truck,766,0.08,17.88,506.62,
Stellantis,1982,Truck,Pickup,144,0.015,18.07,491.71,
VW,1982,Truck,Minivan/Van,15,0.002,18.42,501.98,
All,1982,Truck,Pickup,1441,0.148,18.49,486.37,
GM,1982,Truck,Pickup,606,0.063,18.61,486.78,
GM,1982,Car,Car SUV,2,0,18.77,473.58,
Ford,1982,All,All,1895,0.198,18.83,472.04,
All,1982,Car,Car SUV,13,0.001,19.77,449.59,
Stellantis,1982,Car,Car SUV,11,0.001,19.93,445.84,
GM,1982,All,All,4194,0.438,20.09,446.80,
GM,1982,Car,All Car,3428,0.358,20.67,433.43,
GM,1982,Car,Sedan/Wagon,3426,0.358,20.67,433.41,
Stellantis,1982,All,All,1103,0.115,20.89,425.39,
Ford,1982,Car,All Car,1384,0.145,20.91,425.11,
Ford,1982,Car,Sedan/Wagon,1384,0.145,20.91,425.11,
All,1982,All,All,9732,1,21.07,424.64,
Toyota,1982,Truck,All Truck,151,0.016,21.39,420.43,
BMW,1982,Car,All Car,39,0.004,21.59,411.68,
BMW,1982,Car,Sedan/Wagon,39,0.004,21.59,411.68,
BMW,1982,All,All,39,0.004,21.59,411.68,
Toyota,1982,Truck,Pickup,148,0.015,21.77,413.20,
All,1982,Car,All Car,7832,0.805,22.21,402.49,
All,1982,Car,Sedan/Wagon,7819,0.803,22.21,402.42,
Mercedes,1982,Car,All Car,63,0.007,22.28,440.40,
Mercedes,1982,Car,Sedan/Wagon,63,0.007,22.28,440.40,
Mercedes,1982,All,All,63,0.007,22.28,440.40,
Stellantis,1982,Car,All Car,830,0.087,22.89,388.25,
Stellantis,1982,Car,Sedan/Wagon,820,0.086,22.94,387.47,
Nissan,1982,Truck,Pickup,131,0.014,23.58,384.95,
Nissan,1982,Truck,All Truck,131,0.014,23.58,384.95,
VW,1982,Truck,All Truck,29,0.003,23.60,399.68,
Toyota,1982,All,All,693,0.072,24.77,359.89,
Mazda,1982,Car,Sedan/Wagon,183,0.019,24.99,355.56,
Mazda,1982,Car,All Car,183,0.019,24.99,355.56,
Mazda,1982,All,All,212,0.022,25.24,353.42,
Subaru,1982,Truck,All Truck,7,0.001,25.35,350.59,
Subaru,1982,Truck,Pickup,7,0.001,25.35,350.59,
Nissan,1982,All,All,613,0.064,25.55,350.55,
Toyota,1982,Car,Sedan/Wagon,542,0.057,25.91,343.02,
Toyota,1982,Car,All Car,542,0.057,25.91,343.02,
Nissan,1982,Car,Sedan/Wagon,483,0.05,26.13,341.24,
Nissan,1982,Car,All Car,483,0.05,26.13,341.24,
Subaru,1982,All,All,157,0.016,26.85,331.01,
Mazda,1982,Truck,Pickup,30,0.003,26.89,340.20,
Mazda,1982,Truck,All Truck,30,0.003,26.89,340.20,
Subaru,1982,Car,All Car,149,0.016,26.93,330.04,
Subaru,1982,Car,Sedan/Wagon,149,0.016,26.93,330.04,
VW,1982,All,All,251,0.026,27.39,335.00,
VW,1982,Car,All Car,222,0.023,27.98,326.48,
VW,1982,Car,Sedan/Wagon,222,0.023,27.98,326.48,
Honda,1982,Car,All Car,354,0.037,28.40,312.95,
Honda,1982,Car,Sedan/Wagon,354,0.037,28.40,312.95,
Honda,1982,All,All,354,0.037,28.40,312.95,
VW,1982,Truck,Pickup,14,0.001,33.32,293.39,
Toyota,1983,Truck,Truck SUV,4,0,12.04,738.28,
Ford,1983,Truck,Truck SUV,39,0.004,12.98,684.87,
Ford,1983,Truck,Minivan/Van,133,0.013,13.83,642.76,
Stellantis,1983,Truck,Truck SUV,67,0.007,15.05,590.56,
All,1983,Truck,Minivan/Van,383,0.037,15.07,592.64,
Stellantis,1983,Truck,Minivan/Van,76,0.008,15.28,581.80,
All,1983,Truck,Truck SUV,256,0.025,15.79,567.84,
GM,1983,Truck,Minivan/Van,159,0.016,16.05,560.28,
Ford,1983,Truck,All Truck,730,0.072,16.26,546.91,
VW,1983,Truck,Minivan/Van,14,0.001,16.40,542.91,
GM,1983,Truck,Truck SUV,140,0.014,17.25,524.57,
VW,1983,Truck,All Truck,15,0.002,17.28,517.24,
Ford,1983,Truck,Pickup,557,0.055,17.30,514.22,
Stellantis,1983,Truck,All Truck,329,0.033,17.53,507.87,
GM,1983,Truck,All Truck,842,0.084,17.57,511.38,
All,1983,Truck,All Truck,2267,0.22,17.73,503.94,
GM,1983,Truck,Pickup,543,0.054,18.16,493.70,
Ford,1983,All,All,2018,0.2,18.66,476.33,
All,1983,Truck,Pickup,1628,0.158,18.88,473.07,
GM,1983,All,All,4383,0.435,19.54,456.82,
Stellantis,1983,Car,Car SUV,13,0.001,19.57,454.20,
Stellantis,1983,Truck,Pickup,186,0.018,19.90,448.01,
GM,1983,Car,Sedan/Wagon,3520,0.349,20.06,444.01,
GM,1983,Car,All Car,3540,0.351,20.07,443.84,
Ford,1983,Car,All Car,1288,0.128,20.37,436.35,
Ford,1983,Car,Sedan/Wagon,1288,0.128,20.37,436.35,
All,1983,Car,Car SUV,34,0.003,20.69,429.59,
All,1983,All,All,10302,1,20.95,425.53,
Toyota,1983,Truck,All Truck,157,0.016,21.23,420.22,
GM,1983,Car,Car SUV,21,0.002,21.43,414.79,
BMW,1983,Car,All Car,50,0.005,21.55,412.38,
BMW,1983,Car,Sedan/Wagon,50,0.005,21.55,412.38,
BMW,1983,All,All,50,0.005,21.55,412.38,
Toyota,1983,Truck,Pickup,153,0.015,21.66,411.86,
Stellantis,1983,All,All,1256,0.125,21.93,405.39,
All,1983,Car,All Car,8035,0.78,22.08,403.42,
All,1983,Car,Sedan/Wagon,8002,0.777,22.09,403.31,
Mercedes,1983,Car,All Car,136,0.014,22.43,417.22,
Mercedes,1983,Car,Sedan/Wagon,136,0.014,22.43,417.22,
Mercedes,1983,All,All,136,0.014,22.43,417.22,
Nissan,1983,Truck,Pickup,101,0.01,23.28,382.74,
Nissan,1983,Truck,All Truck,101,0.01,23.28,382.74,
Stellantis,1983,Car,All Car,927,0.092,24.08,369.07,
Stellantis,1983,Car,Sedan/Wagon,915,0.091,24.16,367.89,
VW,1983,All,All,163,0.016,24.50,367.01,
Mazda,1983,Car,Sedan/Wagon,158,0.016,24.58,361.48,
Mazda,1983,Car,All Car,158,0.016,24.58,361.48,
Mazda,1983,All,All,224,0.022,25.00,356.19,
Subaru,1983,Truck,All Truck,5,0,25.06,354.59,
Subaru,1983,Truck,Pickup,5,0,25.06,354.59,
VW,1983,Car,All Car,148,0.015,25.61,351.51,
VW,1983,Car,Sedan/Wagon,148,0.015,25.61,351.51,
Toyota,1983,All,All,704,0.07,25.97,342.57,
Mazda,1983,Truck,Pickup,65,0.006,26.05,343.33,
Mazda,1983,Truck,All Truck,65,0.006,26.05,343.33,
Subaru,1983,All,All,137,0.014,26.57,334.53,
Subaru,1983,Car,All Car,133,0.013,26.62,333.83,
Subaru,1983,Car,Sedan/Wagon,133,0.013,26.62,333.83,
Nissan,1983,All,All,604,0.06,27.00,329.71,
Toyota,1983,Car,Sedan/Wagon,547,0.054,27.75,320.26,
Toyota,1983,Car,All Car,547,0.054,27.75,320.26,
Nissan,1983,Car,Sedan/Wagon,504,0.05,27.89,319.12,
Nissan,1983,Car,All Car,504,0.05,27.89,319.12,
Honda,1983,Car,All Car,402,0.04,29.99,296.35,
Honda,1983,Car,Sedan/Wagon,402,0.04,29.99,296.35,
Honda,1983,All,All,402,0.04,29.99,296.35,
VW,1983,Truck,Pickup,2,0,30.35,309.70,
Ford,1984,Truck,Minivan/Van,165,0.012,14.10,630.25,
Toyota,1984,Truck,Truck SUV,12,0.001,14.72,603.59,
GM,1984,Truck,Minivan/Van,197,0.014,15.46,576.91,
Stellantis,1984,Truck,Truck SUV,165,0.012,15.53,572.29,
Stellantis,1984,Car,Car SUV,9,0.001,15.56,571.21,
Ford,1984,Truck,Truck SUV,151,0.011,15.59,569.88,
Ford,1984,Truck,All Truck,964,0.07,15.96,556.99,
All,1984,Truck,Minivan/Van,676,0.048,16.11,552.24,
All,1984,Truck,Truck SUV,570,0.041,16.19,550.60,
Stellantis,1984,Truck,Pickup,175,0.013,16.50,539.34,
Stellantis,1984,Truck,All Truck,585,0.042,16.50,538.77,
Ford,1984,Truck,Pickup,649,0.047,16.61,535.33,
GM,1984,Truck,Truck SUV,234,0.017,17.07,524.86,
GM,1984,Truck,All Truck,1111,0.081,17.10,522.96,
Stellantis,1984,Truck,Minivan/Van,245,0.018,17.23,515.83,
All,1984,Truck,All Truck,3289,0.235,17.40,512.10,
VW,1984,Truck,All Truck,21,0.002,17.56,506.15,
VW,1984,Truck,Minivan/Van,21,0.002,17.56,506.15,
GM,1984,Truck,Pickup,680,0.049,17.65,506.68,
All,1984,Truck,Pickup,2043,0.146,18.26,488.08,
All,1984,Car,Car SUV,55,0.004,19.29,460.72,
Ford,1984,All,All,3028,0.22,19.40,458.46,
GM,1984,All,All,6027,0.438,20.03,444.50,
GM,1984,Car,Car SUV,47,0.003,20.20,440.01,
GM,1984,Car,All Car,4916,0.357,20.84,426.77,
GM,1984,Car,Sedan/Wagon,4869,0.354,20.85,426.64,
Stellantis,1984,All,All,1773,0.129,20.96,423.98,
All,1984,All,All,14020,1,21.00,424.03,
Toyota,1984,Truck,All Truck,278,0.02,21.19,420.05,
Toyota,1984,Truck,Pickup,221,0.016,21.36,416.82,
Ford,1984,Car,All Car,2063,0.15,21.58,412.41,
Ford,1984,Car,Sedan/Wagon,2063,0.15,21.58,412.41,
Mercedes,1984,Car,All Car,171,0.012,22.09,415.06,
Mercedes,1984,Car,Sedan/Wagon,171,0.012,22.09,415.06,
Mercedes,1984,All,All,171,0.012,22.09,415.06,
Nissan,1984,Truck,Pickup,138,0.01,22.32,398.37,
Nissan,1984,Truck,All Truck,138,0.01,22.32,398.37,
All,1984,Car,All Car,10730,0.765,22.42,397.03,
All,1984,Car,Sedan/Wagon,10675,0.761,22.44,396.70,
Toyota,1984,Truck,Minivan/Van,45,0.003,22.95,387.28,
BMW,1984,Car,All Car,97,0.007,22.98,386.69,
BMW,1984,Car,Sedan/Wagon,97,0.007,22.98,386.69,
BMW,1984,All,All,97,0.007,22.98,386.69,
VW,1984,All,All,294,0.021,23.59,379.71,
Stellantis,1984,Car,All Car,1189,0.086,24.18,367.52,
VW,1984,Car,All Car,273,0.02,24.23,369.90,
VW,1984,Car,Sedan/Wagon,273,0.02,24.23,369.90,
Stellantis,1984,Car,Sedan/Wagon,1180,0.086,24.28,366.01,
Toyota,1984,All,All,818,0.059,25.23,352.83,
Subaru,1984,Truck,All Truck,5,0,25.27,351.74,
Subaru,1984,Truck,Pickup,5,0,25.27,351.74,
Mazda,1984,Truck,Pickup,165,0.012,25.27,352.45,
Mazda,1984,Truck,All Truck,165,0.012,25.27,352.45,
Mazda,1984,All,All,335,0.024,25.44,349.91,
Mazda,1984,Car,Sedan/Wagon,170,0.012,25.59,347.45,
Mazda,1984,Car,All Car,170,0.012,25.59,347.45,
Nissan,1984,All,All,624,0.045,25.96,342.50,
Subaru,1984,All,All,162,0.012,26.45,336.01,
Subaru,1984,Car,All Car,157,0.011,26.49,335.52,
Subaru,1984,Car,Sedan/Wagon,157,0.011,26.49,335.52,
Nissan,1984,Car,Sedan/Wagon,487,0.035,27.22,326.71,
Nissan,1984,Car,All Car,487,0.035,27.22,326.71,
Toyota,1984,Car,Sedan/Wagon,540,0.039,27.98,318.27,
Toyota,1984,Car,All Car,540,0.039,27.98,318.27,
Honda,1984,Car,All Car,444,0.032,29.95,296.75,
Honda,1984,Car,Sedan/Wagon,444,0.032,29.95,296.75,
Honda,1984,All,All,444,0.032,29.95,296.75,
Stellantis,1985,Truck,Truck SUV,60,0.004,12.74,697.77,
Ford,1985,Truck,Minivan/Van,155,0.011,13.77,645.18,
Stellantis,1985,Truck,Pickup,204,0.014,15.78,563.38,
GM,1985,Truck,Minivan/Van,273,0.019,15.91,559.05,
Ford,1985,Truck,Truck SUV,151,0.011,16.00,555.61,
Ford,1985,Truck,All Truck,933,0.066,16.40,542.09,
Stellantis,1985,Truck,All Truck,618,0.044,16.49,539.11,
All,1985,Truck,Truck SUV,648,0.045,16.54,538.48,
All,1985,Truck,Minivan/Van,855,0.059,16.55,537.32,
GM,1985,Truck,All Truck,1328,0.094,17.03,523.19,
GM,1985,Truck,Truck SUV,308,0.022,17.19,519.27,
Ford,1985,Truck,Pickup,628,0.045,17.31,513.44,
GM,1985,Truck,Pickup,746,0.053,17.42,511.68,
All,1985,Truck,All Truck,3581,0.248,17.47,509.45,
Stellantis,1985,Truck,Minivan/Van,354,0.025,17.85,497.99,
Toyota,1985,Truck,Truck SUV,25,0.002,17.99,494.04,
VW,1985,Truck,All Truck,19,0.001,18.07,491.76,
VW,1985,Truck,Minivan/Van,19,0.001,18.07,491.76,
All,1985,Truck,Pickup,2078,0.144,18.20,488.92,
Mercedes,1985,Car,All Car,92,0.007,19.63,474.22,
Mercedes,1985,Car,Sedan/Wagon,92,0.007,19.63,474.22,
Mercedes,1985,All,All,92,0.007,19.63,474.22,
Stellantis,1985,Car,Car SUV,5,0,19.92,446.16,
Ford,1985,All,All,3007,0.214,19.97,445.23,
All,1985,Car,Car SUV,88,0.006,20.08,442.57,
GM,1985,Car,Car SUV,82,0.006,20.09,442.34,
GM,1985,All,All,6044,0.429,20.51,433.67,
Stellantis,1985,All,All,1964,0.139,20.95,424.19,
All,1985,All,All,14460,1,21.32,417.31,
BMW,1985,Car,All Car,87,0.006,21.66,411.76,
BMW,1985,Car,Sedan/Wagon,87,0.006,21.66,411.76,
BMW,1985,All,All,87,0.006,21.66,411.76,
GM,1985,Car,All Car,4716,0.335,21.76,408.46,
GM,1985,Car,Sedan/Wagon,4634,0.329,21.79,407.86,
Nissan,1985,Truck,Pickup,192,0.014,21.80,407.62,
Nissan,1985,Truck,All Truck,192,0.014,21.80,407.62,
Ford,1985,Car,All Car,2074,0.147,22.14,401.65,
Ford,1985,Car,Sedan/Wagon,2074,0.147,22.14,401.65,
Toyota,1985,Truck,All Truck,358,0.025,22.48,395.60,
Toyota,1985,Truck,Minivan/Van,54,0.004,22.60,393.22,
Toyota,1985,Truck,Pickup,279,0.02,22.97,387.26,
All,1985,Car,All Car,10879,0.752,22.99,386.97,
All,1985,Car,Sedan/Wagon,10791,0.746,23.02,386.52,
Stellantis,1985,Car,All Car,1346,0.096,23.93,371.42,
Stellantis,1985,Car,Sedan/Wagon,1340,0.095,23.95,371.12,
Nissan,1985,All,All,718,0.051,24.14,368.18,
VW,1985,All,All,297,0.021,24.52,365.13,
Nissan,1985,Car,Sedan/Wagon,526,0.037,25.13,353.75,
Nissan,1985,Car,All Car,526,0.037,25.13,353.75,
VW,1985,Car,All Car,278,0.02,25.13,356.44,
VW,1985,Car,Sedan/Wagon,278,0.02,25.13,356.44,
Subaru,1985,Truck,All Truck,4,0,25.15,353.32,
Subaru,1985,Truck,Pickup,4,0,25.15,353.32,
Mazda,1985,Car,Sedan/Wagon,221,0.016,25.29,351.59,
Mazda,1985,Car,All Car,221,0.016,25.29,351.59,
Mazda,1985,All,All,221,0.016,25.29,351.59,
Toyota,1985,All,All,929,0.066,25.56,347.88,
Subaru,1985,All,All,176,0.012,25.92,342.90,
Subaru,1985,Car,All Car,172,0.012,25.94,342.64,
Subaru,1985,Car,Sedan/Wagon,172,0.012,25.94,342.64,
Toyota,1985,Car,Sedan/Wagon,571,0.041,27.97,317.94,
Toyota,1985,Car,All Car,571,0.041,27.97,317.94,
Honda,1985,Car,All Car,542,0.038,28.75,309.06,
Honda,1985,Car,Sedan/Wagon,542,0.038,28.75,309.06,
Honda,1985,All,All,542,0.038,28.75,309.06,
Stellantis,1986,Truck,Truck SUV,173,0.012,16.20,548.56,
VW,1986,Truck,All Truck,10,0.001,16.25,546.95,
VW,1986,Truck,Minivan/Van,10,0.001,16.25,546.95,
GM,1986,Truck,Minivan/Van,330,0.022,16.44,540.77,
GM,1986,Truck,Truck SUV,291,0.019,16.51,540.81,
Ford,1986,Truck,Minivan/Van,295,0.02,16.74,530.82,
Ford,1986,Truck,Truck SUV,170,0.011,16.84,527.73,
All,1986,Truck,Truck SUV,714,0.046,17.03,522.71,
GM,1986,Truck,All Truck,1314,0.088,17.08,521.54,
Stellantis,1986,Truck,Pickup,224,0.015,17.12,519.19,
Ford,1986,Truck,All Truck,1200,0.08,17.19,516.92,
Ford,1986,Truck,Pickup,736,0.049,17.47,508.87,
All,1986,Truck,Minivan/Van,1044,0.068,17.47,508.96,
Stellantis,1986,Truck,All Truck,749,0.05,17.56,506.16,
GM,1986,Truck,Pickup,693,0.046,17.66,504.31,
Mercedes,1986,Car,All Car,86,0.006,17.91,500.18,
Mercedes,1986,Car,Sedan/Wagon,86,0.006,17.91,500.18,
Mercedes,1986,All,All,86,0.006,17.91,500.18,
All,1986,Truck,All Truck,4291,0.279,18.18,489.13,
Stellantis,1986,Truck,Minivan/Van,351,0.023,18.63,476.96,
GM,1986,Car,Car SUV,46,0.003,18.85,471.45,
All,1986,Truck,Pickup,2532,0.165,18.86,471.48,
All,1986,Car,Car SUV,59,0.004,18.92,469.61,
Stellantis,1986,Car,Car SUV,13,0.001,19.20,462.98,
Toyota,1986,Truck,Truck SUV,38,0.003,19.76,449.77,
Ford,1986,All,All,3260,0.218,20.31,437.76,
Nissan,1986,Truck,Pickup,324,0.022,20.95,424.21,
Nissan,1986,Truck,All Truck,324,0.022,20.95,424.21,
Stellantis,1986,All,All,1886,0.126,21.01,422.95,
BMW,1986,Car,All Car,86,0.006,21.25,418.89,
BMW,1986,Car,Sedan/Wagon,86,0.006,21.25,418.89,
BMW,1986,All,All,86,0.006,21.25,418.89,
GM,1986,All,All,6206,0.415,21.41,415.33,
All,1986,All,All,15365,1,21.84,407.04,
Toyota,1986,Truck,All Truck,437,0.029,22.10,402.20,
Toyota,1986,Truck,Minivan/Van,56,0.004,22.24,399.55,
Toyota,1986,Truck,Pickup,342,0.023,22.37,397.28,
Ford,1986,Car,All Car,2059,0.138,22.70,391.62,
Ford,1986,Car,Sedan/Wagon,2059,0.138,22.70,391.62,
GM,1986,Car,All Car,4892,0.327,22.98,386.80,
GM,1986,Car,Sedan/Wagon,4846,0.324,23.02,385.99,
Nissan,1986,All,All,771,0.052,23.31,381.21,
Mazda,1986,Truck,Pickup,178,0.012,23.55,377.32,
Mazda,1986,Truck,All Truck,178,0.012,23.55,377.32,
All,1986,Car,All Car,11074,0.721,23.69,375.23,
All,1986,Car,Sedan/Wagon,11015,0.717,23.72,374.72,
Stellantis,1986,Car,All Car,1138,0.076,24.14,368.20,
Stellantis,1986,Car,Sedan/Wagon,1125,0.075,24.21,367.12,
VW,1986,All,All,305,0.02,24.21,368.70,
Mazda,1986,All,All,406,0.027,24.34,365.16,
VW,1986,Car,All Car,296,0.02,24.60,362.93,
VW,1986,Car,Sedan/Wagon,296,0.02,24.60,362.93,
Toyota,1986,All,All,1072,0.072,24.93,356.48,
Mazda,1986,Car,Sedan/Wagon,228,0.015,24.99,355.64,
Mazda,1986,Car,All Car,228,0.015,24.99,355.64,
Nissan,1986,Car,Sedan/Wagon,447,0.03,25.40,349.97,
Nissan,1986,Car,All Car,447,0.03,25.40,349.97,
Subaru,1986,Truck,All Truck,5,0,25.40,349.87,
Subaru,1986,Truck,Pickup,5,0,25.40,349.87,
Subaru,1986,All,All,212,0.014,25.51,348.40,
Subaru,1986,Car,All Car,208,0.014,25.51,348.37,
Subaru,1986,Car,Sedan/Wagon,208,0.014,25.51,348.37,
Toyota,1986,Car,Sedan/Wagon,635,0.042,27.35,325.01,
Toyota,1986,Car,All Car,635,0.042,27.35,325.01,
Honda,1986,Car,All Car,547,0.037,28.47,312.12,
Honda,1986,Car,Sedan/Wagon,547,0.037,28.47,312.12,
Honda,1986,All,All,547,0.037,28.47,312.12,
Hyundai,1986,Car,Sedan/Wagon,127,0.008,29.50,301.25,
Hyundai,1986,Car,All Car,127,0.008,29.50,301.25,
Hyundai,1986,All,All,127,0.008,29.50,301.25,
Nissan,1987,Truck,Truck SUV,39,0.003,15.74,564.48,
VW,1987,Truck,All Truck,13,0.001,15.94,557.51,
VW,1987,Truck,Minivan/Van,13,0.001,15.94,557.51,
GM,1987,Truck,Truck SUV,272,0.019,16.34,544.60,
Ford,1987,Truck,Minivan/Van,299,0.021,16.63,534.44,
GM,1987,Truck,Minivan/Van,314,0.022,16.76,530.44,
Stellantis,1987,Truck,Truck SUV,219,0.015,16.80,529.08,
Ford,1987,Truck,Truck SUV,130,0.009,16.95,524.28,
GM,1987,Truck,All Truck,1146,0.08,17.26,515.27,
Ford,1987,Truck,All Truck,1016,0.071,17.27,514.77,
All,1987,Truck,Truck SUV,779,0.052,17.27,514.79,
All,1987,Truck,Minivan/Van,1114,0.075,17.66,503.30,
Ford,1987,Truck,Pickup,587,0.041,17.68,502.63,
Stellantis,1987,Truck,Pickup,319,0.022,17.94,495.51,
Stellantis,1987,Car,Car SUV,10,0.001,17.95,495.20,
Stellantis,1987,Truck,All Truck,950,0.066,18.04,492.53,
GM,1987,Truck,Pickup,560,0.039,18.06,492.52,
All,1987,Truck,All Truck,4039,0.272,18.28,486.20,
Mercedes,1987,Car,All Car,111,0.008,18.61,488.62,
Mercedes,1987,Car,Sedan/Wagon,111,0.008,18.61,488.62,
Mercedes,1987,All,All,111,0.008,18.61,488.62,
Nissan,1987,Truck,Minivan/Van,23,0.002,18.87,470.86,
Stellantis,1987,Truck,Minivan/Van,412,0.029,18.87,470.84,
All,1987,Truck,Pickup,2147,0.144,19.04,466.95,
Toyota,1987,Truck,Truck SUV,42,0.003,19.14,464.34,
All,1987,Car,Car SUV,95,0.006,19.42,457.51,
GM,1987,Car,Car SUV,62,0.004,19.56,454.32,
Ford,1987,Car,Car SUV,23,0.002,19.79,449.11,
Nissan,1987,Truck,All Truck,234,0.016,19.86,447.59,
BMW,1987,Car,All Car,94,0.007,20.33,437.10,
BMW,1987,Car,Sedan/Wagon,94,0.007,20.33,437.10,
BMW,1987,All,All,94,0.007,20.33,437.10,
Ford,1987,All,All,2931,0.203,20.37,436.29,
Stellantis,1987,All,All,2284,0.159,20.80,427.24,
Nissan,1987,Truck,Pickup,173,0.012,21.24,418.46,
GM,1987,All,All,5047,0.35,21.45,414.45,
Toyota,1987,Truck,Minivan/Van,45,0.003,21.46,414.15,
Toyota,1987,Truck,All Truck,358,0.025,21.86,406.62,
All,1987,All,All,14865,1,21.97,404.61,
Mazda,1987,Truck,Pickup,199,0.014,22.18,400.72,
Mazda,1987,Truck,All Truck,199,0.014,22.18,400.72,
Toyota,1987,Truck,Pickup,271,0.019,22.42,396.35,
Ford,1987,Car,All Car,1915,0.133,22.52,394.66,
Ford,1987,Car,Sedan/Wagon,1892,0.131,22.56,394.00,
GM,1987,Car,All Car,3901,0.271,23.09,384.84,
GM,1987,Car,Sedan/Wagon,3840,0.267,23.16,383.72,
Stellantis,1987,Car,All Car,1334,0.093,23.34,380.74,
Stellantis,1987,Car,Sedan/Wagon,1323,0.092,23.40,379.85,
Mazda,1987,All,All,415,0.029,23.44,379.21,
VW,1987,All,All,292,0.02,23.44,379.07,
Nissan,1987,All,All,1050,0.073,23.52,377.85,
All,1987,Car,All Car,10826,0.728,23.76,374.16,
All,1987,Car,Sedan/Wagon,10731,0.722,23.81,373.43,
VW,1987,Car,All Car,280,0.019,23.95,371.04,
VW,1987,Car,Sedan/Wagon,280,0.019,23.95,371.04,
Mazda,1987,Car,Sedan/Wagon,216,0.015,24.73,359.31,
Mazda,1987,Car,All Car,216,0.015,24.73,359.31,
Nissan,1987,Car,Sedan/Wagon,815,0.057,24.84,357.82,
Nissan,1987,Car,All Car,815,0.057,24.84,357.82,
Subaru,1987,Car,All Car,182,0.013,24.84,357.72,
Subaru,1987,Car,Sedan/Wagon,182,0.013,24.84,357.72,
Subaru,1987,All,All,183,0.013,24.84,357.70,
Subaru,1987,Truck,All Truck,1,0,25.13,353.70,
Subaru,1987,Truck,Pickup,1,0,25.13,353.70,
Toyota,1987,All,All,1000,0.069,25.33,350.78,
Honda,1987,Car,All Car,764,0.053,27.73,320.44,
Honda,1987,Car,Sedan/Wagon,764,0.053,27.73,320.44,
Honda,1987,All,All,764,0.053,27.73,320.44,
Toyota,1987,Car,Sedan/Wagon,642,0.045,27.80,319.69,
Toyota,1987,Car,All Car,642,0.045,27.80,319.69,
Hyundai,1987,Car,Sedan/Wagon,232,0.016,29.00,306.49,
Hyundai,1987,Car,All Car,232,0.016,29.00,306.49,
Hyundai,1987,All,All,232,0.016,29.00,306.49,
Nissan,1988,Truck,Truck SUV,36,0.002,15.62,569.12,
Stellantis,1988,Truck,Truck SUV,222,0.015,16.19,548.96,
GM,1988,Truck,Truck SUV,302,0.02,16.37,543.40,
Ford,1988,Truck,Minivan/Van,286,0.019,16.42,541.09,
Ford,1988,Truck,Truck SUV,167,0.011,16.55,536.98,
VW,1988,Truck,All Truck,4,0,16.67,533.17,
VW,1988,Truck,Minivan/Van,4,0,16.67,533.17,
All,1988,Truck,Truck SUV,859,0.056,17.02,522.29,
GM,1988,Truck,All Truck,1594,0.107,17.03,522.37,
Toyota,1988,Truck,Truck SUV,36,0.002,17.05,521.11,
GM,1988,Truck,Minivan/Van,335,0.023,17.08,520.61,
GM,1988,Truck,Pickup,958,0.065,17.22,516.35,
Ford,1988,Truck,All Truck,1211,0.082,17.31,513.48,
Stellantis,1988,Truck,Pickup,268,0.018,17.54,506.70,
Mercedes,1988,Car,All Car,78,0.005,17.79,500.00,
Mercedes,1988,Car,Sedan/Wagon,78,0.005,17.79,500.00,
Mercedes,1988,All,All,78,0.005,17.79,500.00,
Ford,1988,Truck,Pickup,759,0.051,17.85,497.93,
All,1988,Truck,All Truck,4450,0.291,17.85,498.05,
All,1988,Truck,Minivan/Van,1133,0.074,17.88,497.17,
Stellantis,1988,Car,Car SUV,16,0.001,17.89,496.63,
BMW,1988,Car,All Car,77,0.005,18.00,493.59,
BMW,1988,Car,Sedan/Wagon,77,0.005,18.00,493.59,
BMW,1988,All,All,77,0.005,18.00,493.59,
Stellantis,1988,Truck,All Truck,965,0.065,18.05,492.24,
All,1988,Truck,Pickup,2459,0.161,18.14,489.99,
Nissan,1988,Truck,Minivan/Van,10,0.001,18.81,472.42,
Nissan,1988,Truck,All Truck,153,0.01,19.15,464.16,
